"","Choline*","Serine","Diethanolamine*","Hypotaurine","Cytosine","Creatinine","Proline","Succinate","Guanidinoacetate","Betaine","Threonine","Taurine","Pipecolate*","Creatine","Leucine","Malate","Ureidopropionic acid*","L-(-)-Asparagine","DL-Ornithine","aspartic acid dianion","Adenine","D-erythronic acid","Hypoxanthine","1-methylnicotinamide","Trigonelline*","Urocanate*","O-Phosphorylethanolamine*","Proline Betaine","alpha-Ketoglutaric acid","Glutamine","g-Butyrobetaine*","D-2-Hydroxyglutaric acid","L-Pyroglutamic acid*","DL-Lysine","Nudifloramide*","Imidazolelactic acid*","Indole-3-acetaldehyde*","N6-METHYLLYSINE","Aminoadipate","N-Methylglutamate*","L-Cartinine","Phenylalanine","DL-Methionine Sulfoxide","7-Methylguanine*","Uric acid","Guanidinoethyl sulfonate*","Pyridoxal*","3-Methylhistidine","aconitate","Î²-Glycerophosphate*","N-Acetylasparagine","N-Acetylornithine*","Citrulline","Inositol*","Mannitol","Methionine sulfone","Phosphorylcholine","N-Alpha-Acetyllysine","N6-Acetyllysine","Homo-L-arginine","L-Targinine*","beta-Asp-Gly","Glycyl-Aspartate (RT = 9.466)","D-gluconate anion","Tryptophan","N,N-dimethylarginine","Acetylcarnitine","gamma-Glutamylglycine","Phosphocreatine","Acetylarginine*","Ala-Gln*","propionylcarnitine","Pantothenate (RT = 2.976)","Carnosine","Ergothioneine","Isobutyrylcarnitine","Cystine*","Anserine","Uridine","Cytidine","Tiglylcarnitine (RT = 2.835)","Isovalerylcarnitine","Malonyl-L-carnitine","g-Glutamylcysteine*","5'-Deoxyadenosine","Choline Alfoscerate","Glucosamine 6-phosphate*","Hexanoylcarnitine (RT = 2.766)","fructose 6-phosphate","Succinylcarnitine","Thiamine","Adenosine","Inosine (RT = 4.831)","gamma-Glu-gln","saccharopine","1-Methyladenosine*","Guanosine","Argininosuccinate","Methylthioadenosine (RT = 2.546)","N-Acetylaspartylglutamate*","Glutathione Reduced","N-Acetylneuraminate","Decanoylcarnitine (RT = 2.603)","cytidine 5′-monophosphate","UMP","Nicotinamide Mononucleotide","Lauroylcarnitine*","Adenosine monophosphate","Inosinic acid","3-Hydroxydodecanoylcarnitine (RT = 2.765)","Guanosine monophosphate","S-Adenosylhomocysteine","Deoxycholic acid*","S-Adenosyl-L-methionine","UDP*","3-hydroxyhexadecanoylcarnitine","Cocarboxylase*","adenosine 3',5'-bisphosphate","Guanosine 5'-diphosphate (GDP)*","CDP-ethanolamine","Citicoline","Maltotriose*","Adenosine triphosphate (ATP)","Cyclic ADP-ribose","Adenosine diphosphate ribose","Uridine diphosphategalactose","GDP-Fucose*","GDP-Mannose","Uridine diphosphate-N-acetylgalactosamine","Oxidized Glutathione","CMP-N-Acetylneuraminate","NADH","Maltotetraose*","Nicotinamide adenine dinucleotide phosphate (NADP+)","NADPH","Glycolate*","Coenzyme A","FAD*","Acetyl-Coa*","lactate anion*","Alanine","Beta-Alanine","Sarcosine"
"MSJ01_HG_004_b",408876993.828207,98300186.4132578,729700601.757617,30675620.8302282,100985693.251235,1034291902.92966,891809392.232789,139530789.330999,103672008.528353,5509451090.65105,99832144.905568,4047064278.6332,36799009.2413792,41779312691.8062,774603171.477867,535802069.707146,23020.2021196798,56290557.3628522,11047177.6701058,465161146.719659,486114684.238179,601687297.514349,338174609.173154,23020.2021196798,4680462.82896295,15660645.7597841,71163206.6621025,727630520.235203,2829518.21830424,1326142176.05086,720023813.598443,23020.2021196798,23020.2021196798,309091371.158236,461616.007639547,149658931.268997,4848532.82995255,7043180.66672381,13750247.9306643,57163635.872402,15109959140.3049,23020.2021196798,13021528.8237829,19475547.7889369,124926725.839421,19461047.6553022,761768.907629806,236116053.77657,44878649.18617,66708203.2711247,6550417.79153274,197978986.927576,232962428.188546,220801829.742839,414257774.211582,23020.2021196798,2445673981.8937,29573348.5649388,16123234.7189348,10676217.2568939,8668499.71579701,25708157.6213949,2156835.83750483,52294257.6277306,33073918.1087746,57620267.191694,22446994488.2953,3548609.79126207,275034599.956791,10575066.5334767,5658273.59957219,306897208.353734,1694407122.95629,1381962492.22813,23020.2021196798,426364825.874009,258503.842367251,162165818.689064,257917857.506643,232479576.902313,5072886.82929564,67533449.4272978,34112230.6351995,13735316.0877046,23020.2021196798,421280673.253112,23020.2021196798,5473541.54122624,18047296.5895067,978846202.858498,1955980.68347761,10302978677.4209,647257812.503407,30996255.9252843,87241462.0288714,13666186.5088595,23039092.1574127,2092707.22036642,12966955.4600489,914179.316301929,2898084308.9551,12791505.3040022,1846823.65017845,10583022.9831428,12488115.9129167,3114641.83310159,3269751.55174869,2087815582.28253,36993823.4919072,23020.2021196798,25617706.1124585,11435186.0824602,7281814.12649736,201088739.786876,16832725.247753,5815447.88425793,14031741.767242,199073415.905409,2650712.96741898,14623972.894762,57784930.998395,1458594.90012052,28138361.9616703,10392574.5274685,24885901.5350634,20904106.3655127,824595.441726267,389040.811593169,25541122.4373755,23020.2021196798,2332211.34577489,113856688.645867,3112081.33501841,12249593.2489043,1934313.2492302,2257830003.56411,4759649.06260147,25252568.0614145,23020.2021196798,6566362132.91787,311291564.52333,52835030.6648352,20105610.6314691
"MSJ01_MM_058_b",2303840509.61424,43296365.8430444,922404252.152273,41296280.0087286,19365.6912300549,591835654.65524,1880474734.64911,281941979.427043,39444261.7648837,2348967845.43622,319257501.798237,3995994723.67436,35434408.0676185,34444043496.1822,717885582.050803,1057063807.35692,15750249.2386013,37869824.273228,10266768.2843139,67624559.0379169,369231959.180862,19365.6912300549,179011517.871357,14749128.023799,53130983.4949241,19365.6912300549,45909684.4136441,44684425.2281496,10248673.0413084,1144009917.87577,318206954.680812,91021116.3416574,5930420309.34608,256180782.122572,18861139.9123782,19365.6912300549,52828787.0696777,21908663.2046646,6686943.199,14519310.2680532,31287045769.3901,19365.6912300549,34639591.6416153,29307328.6605215,71068053.602133,20606584.8683122,2731037.99280698,160214437.585926,115906760.705035,55472347.1721193,19365.6912300549,28052507.0800584,777474349.782459,85832582.7520564,19365.6912300549,19365.6912300549,3749624169.87122,19365.6912300549,18650632.7041054,6400648.55506136,13713946.4704073,2360449.82169598,1626153.98445261,120940572.699032,19365.6912300549,125704391.204563,31236623526.4922,6147332.79667967,232630893.387214,19365.6912300549,19365.6912300549,658022191.638639,2108326975.76749,276212956.861387,90986452.2677579,277835039.379865,4771165.11117657,246566038.268524,99784227.0981451,74257163.4251746,10888928.988677,16775195.2343883,474649831.756386,19365.6912300549,19365.6912300549,1490586304.97428,19365.6912300549,10496955.9718801,34115204.3505617,725083562.29633,8071968.28341545,8452472644.77642,161031926.898044,14160549.2656596,19365.6912300549,19365.6912300549,34904018.7047911,4901395.52985365,24178769.6742292,1659761.6053867,1666501410.76164,2353246.92766601,4405594.23912183,13111368.0454003,9984552.98894202,6568090.50584503,11722423.4311088,1544103868.66606,26921077.0593196,10065026.1389204,27971373.1317635,13060645.4870266,19365.6912300549,312481008.750968,8676928.06351671,70731538.0874776,31434129.1985706,212136831.535767,2671020.87327458,22775808.7868834,92812789.4746782,662076.070197176,61526373.5270297,16015630.0027547,54571933.1380761,9205078.27564433,561077.292302088,874672.091695979,18633470.1171507,24704542.2196335,2912020.37564408,108989985.05676,878678.78799497,3796762.97347514,1103305.51354794,1661487999.79355,4150482.38247296,27703634.7645034,3400796.28988376,5457443188.79264,410659193.270671,54976138.1145871,9035352.72901302
"MSJ01_MM_055",3174611860.80197,67632602.4579286,803406801.139061,34833283.1013609,39429562.1073947,386782019.578431,2617120976.81111,355267126.160383,43069959.3413977,2349698881.55908,344956354.022878,3490425851.39701,39292528.8166703,33196951706.0476,1035040444.5557,1070528426.24917,5760860.95563031,46925942.4080217,16316758.8298173,81348592.766917,835323454.355384,446806010.500143,866026307.578401,14823310.8134113,61102906.5723357,19195.1717000375,20102533.1751712,47130918.3458057,11107801.5457425,948712744.945951,252426328.56448,62191464.0033648,6626814690.07031,182383548.678042,11876641.5658154,19195.1717000375,37364304.0192008,17774055.597384,5662250.06485827,13795932.5010887,24222187661.7349,69671807.5476029,69664002.0672969,17298813.8879667,67270137.0765574,13203016.1299131,2080807.09303285,117268404.072799,76864478.275709,139523862.939839,19195.1717000375,33881221.4543991,715201779.101868,80842040.0606913,90441124.0406717,19195.1717000375,2426228696.43137,19195.1717000375,29833171.4534449,5109732.29173121,13791815.2915605,1934658.87707181,1034076.09979959,75462926.297068,28257200.0121498,77140224.0705829,19597724539.9601,4683633.66590327,123572398.13387,19195.1717000375,19195.1717000375,815365280.158545,1899477993.44068,184777076.78887,52932584.7456234,491410413.595147,4311791.43915984,131401228.648642,97403137.8889241,107760048.441929,21491861.3378532,87191221.7743078,316937445.70974,4064425.2307076,4289899.18552575,2096119200.67436,5790125.85462874,49070348.6045872,16195746.4807884,630212027.067047,17718982.9595051,14668301304.3886,1497435803.51473,6831701.77668418,490418.903750546,20306232.1173864,109615382.948096,3580087.47393096,27638523.5707502,560281.106369838,1380640396.57297,3810685.27978548,6692986.20128631,11049557.0807771,6380364.77726972,13219876.5422879,9717110.16611636,1734579112.73971,52939454.2623514,4707993.33007769,23566877.910827,41494950.4964531,19195.1717000375,334580749.917118,4113439.27506972,17937322.1495699,27540226.1241287,84214735.4070125,2609495.38554802,22341039.3717043,79758035.4387344,1208244.2813983,60019778.9021536,14353677.9753503,77827231.9972268,3717411.76339674,605934.517656207,1227358.19889405,15134174.2382164,28237848.8161502,2422782.16472076,23179759.9294593,949735.603594111,4711332.90403165,346204.590348943,1524830502.87791,4511351.59243035,30906733.0481066,2278038.45489162,10624257496.3299,562932754.444832,19195.1717000375,23911808.9865641
"MSJ01_MM_039",3482197370.98158,86222142.7798559,328964562.235148,40693417.4738253,28834531.6076647,377194293.577495,2726259094.84082,656389582.828409,47665037.0108943,2775683100.48473,377460631.271056,4064642494.63369,46865423.4778501,35309008416.1561,883311534.079235,1629676398.56686,6879081.18222887,59198974.6474914,15446049.5519596,169677221.140866,683644377.240912,329440933.812817,597002222.54659,15051003.0840205,72674358.6538407,15776491.921999,29272271.742447,55239702.3465614,18066866.658138,1167612789.17397,352942061.727161,72573200.2433068,7356815890.42016,286235039.067574,12666957.3959452,17682322.6994605,29635682.7720842,25900224.8632127,6578696.05596153,17496381.3658285,32715287726.8577,69664934.889202,52773676.6714318,10290475.126087,56635639.7341045,16773432.5970283,1717194.67042309,136034635.748346,59446752.6086458,121242668.26668,19365.6912300549,42166919.562938,849833338.021911,85475677.3693438,95259766.3109273,15298499.9317879,4061613944.73639,19365.6912300549,31771025.2217421,6453096.01514901,17963469.9514205,2541980.19908436,1475638.24546914,52506359.7528803,38276313.7244473,113847626.134072,31206954789.3075,5028459.69387935,141777109.41425,19365.6912300549,3526001.54886782,2041200527.69258,2303495281.69672,166675679.460702,93933357.7167446,919318153.146946,5294762.20632037,178999829.568251,122832723.501545,81395919.6197387,14383576.1062085,54584145.93475,472441587.805254,5416649.61623831,10008267.5729689,1879753469.69684,5282135.4441586,17034568.1098359,36371598.7636022,748048784.72779,9955123.9924138,12966570315.1639,723637849.578796,9148157.23107759,19365.6912300549,21811298.099302,64599318.1358608,10591579.8174657,38893722.9106763,980016.631018947,1669008107.44435,2776011.04622615,10900177.1580022,12712939.045025,7516121.83064055,7255576.27789766,14343523.5796952,1388033637.83692,64223918.3818214,10956827.4860656,27548851.1753274,26024996.1875356,19365.6912300549,336662918.581248,4993333.05324506,12529020.0231644,28439504.9323502,168126667.186398,1419340.86361352,26556503.6436117,130602720.322262,689645.036141506,38144657.2377116,19195369.8083143,57861730.0868415,5005703.96154125,758380.556194553,1411224.63048605,20488557.7770599,31732704.1523622,3137226.33852555,72121568.5426529,948271.933392911,5895018.96979881,1450141.57395652,1582304234.53492,6033477.78264135,28606505.8899159,5010813.73887846,13088081473.4487,709459666.656634,19365.6912300549,22090427.7983329
"MSJ01_MM_032",4770782948.87417,51125504.484763,3285569303.12066,32159711.7048347,29703159.8220169,424918619.037208,1539714750.20632,188302631.298548,44300150.4860045,2479265946.74038,225358674.265424,4004867358.18822,29655386.607572,37141093506.2123,957300071.007114,439122061.005984,15110843.3872984,43632430.9737673,12790324.5643533,100539581.748758,277832021.091638,352108389.264952,145802260.35008,12992901.3859388,69051031.2021047,12880347.5766135,26649224.7075747,32726367.3491175,19658.4437988946,915760232.005815,352318339.079016,76765865.3609438,6822403200.65881,317969452.780628,10796187.5605202,27788880.9814274,18665959.5048188,38333877.0242453,19658.4437988946,10119360.8162562,37720861083.6151,76270629.1102059,29175879.5379157,10012426.2874347,43809462.4910432,26984748.6414316,2749478.95713616,119911538.811084,110223673.386107,58776806.375914,19658.4437988946,37577853.5273056,818394479.951912,128571581.329181,50146347.8899495,19658.4437988946,3263393027.57699,10790139.5205667,47353013.500005,12609413.6236113,23008853.8190908,2634050.02912485,1647304.07599002,74547566.3597204,40454764.4246306,134618983.668991,25605409027.6223,5071382.0297958,164151237.814776,19658.4437988946,19658.4437988946,551205274.555233,2305135928.4754,195266587.045285,78883425.4136744,119244125.061047,246617.725528274,48399335.6645752,79199090.9573461,87479048.4710943,5379729.0506608,16111087.1701938,440285708.053197,19658.4437988946,5548323.10927191,2743418498.05942,9366558.47581917,16036182.0204451,23762195.2554525,496113632.948879,8772327.25143423,6449643617.32062,130543313.3245,11685975.3181235,19658.4437988946,24470149.5883322,22523881.0785826,4489336.53832439,47049504.188581,1419217.43580853,1334558313.90216,2431591.41119464,5946299.04465805,13722912.846044,12286954.3244825,5716458.45715046,9306736.44629597,2054741553.07519,16259066.3362888,2041766.84355404,22408868.5615342,13256405.0735061,19658.4437988946,288232396.492468,10068420.005014,31433697.0620246,18135016.9140572,180582539.461146,949761.555611691,25429656.1246954,75081924.3681714,19658.4437988946,90088297.31141,18682953.3187348,71881649.4056931,9752720.79605117,1000426.70092412,1154954.02456593,20981125.304076,54660598.549021,3491110.50871971,70220722.1141297,456494.920183263,5156929.12612514,1602137.89092413,1593041969.05103,7561682.7976307,30712144.2376923,6734383.15135484,4912990139.96614,509403323.971189,93236403.1390316,33004711.757792
"MSJ01_MM_034",4098228329.71721,56992860.8830385,369532756.461615,36273983.1782614,44354940.2358004,443889687.276794,2012603824.98182,388037790.263084,46057689.9311172,2573475603.5904,291634495.550182,3780293956.48854,26542484.3092804,32718100501.4629,1000549340.37582,1343425286.15452,31121868.2469187,51088640.4333379,14783020.7026283,162199890.82967,269620790.351462,359283626.118861,324713132.746387,13873796.7898977,56078942.9279474,45990284.603154,37169153.3552967,39516517.452996,19505.2995233951,1137050773.54278,362592421.917447,71762866.0222667,6722679344.25841,364402202.050076,11790496.0098961,27572398.5330516,24019743.3272915,35747230.9025548,19505.2995233951,14056961.5433261,34911008714.1874,77073894.9425691,24585426.6653592,10925191.2727102,40457462.6732605,21107635.0897107,1843367.46901442,110434146.144399,109365002.945237,87811624.3964303,19505.2995233951,45687370.4031861,725142613.266871,90298722.8145853,91168936.409264,19505.2995233951,4345670181.40057,7212493.82861893,29205252.3673279,9976341.17837489,23139004.1930246,2769391.28340856,1753173.27689019,73966821.8635028,47232138.0369293,140430215.879033,26646321512.7564,5515585.27260059,179145007.061696,19505.2995233951,19505.2995233951,1829545694.67136,2114718977.22651,58917186.9547669,92962793.6626416,206788757.349356,1858099.74201853,55243908.3400468,109309533.493329,47151414.6113771,14438749.4776233,37155771.105902,437890834.587477,19505.2995233951,7135663.09314821,2590802599.65123,4469079.89672429,5476237.32511298,28922662.7819935,807103078.135664,7264622.17402422,8692950014.75822,329570292.202309,12141225.0007114,19505.2995233951,22923994.2512125,44171557.0650759,12003490.5716842,33426252.3404095,1408161.37113695,1383604841.68957,2729062.10339386,5899975.86320923,11584285.5242552,8926948.81891138,6968551.59333831,9234234.6030721,1251106319.08812,24611322.9386797,11773012.2602723,27092510.9319642,14752493.2265266,19505.2995233951,319978640.008449,7453482.0525367,31188820.5696592,29065535.1652291,250468151.999321,3089532.56256977,25563369.4894609,82544480.0043157,19505.2995233951,89330430.7553362,20063620.0046751,46703619.244591,6968790.02113032,870321.335054585,1468198.80035729,19521108.4090848,36887452.5703714,3390772.08167739,50562116.9985463,357478.201565037,5460324.53403822,1033216.76723719,1637077657.16897,6186035.92224122,30749580.924849,6851601.22841472,8068295980.26728,615398840.586044,92510067.8525269,19225952.6889071
"MSJ01_MM_043_b",1986397394.92829,87049250.5619106,1739168297.08006,47808681.7184206,22589503.9086102,443290428.324448,2949764221.6158,600446576.544522,51113814.9442875,2781015194.96056,339481247.97122,4048842129.25642,48360893.8214568,33251552505.7412,949090056.706822,1646590213.35347,15554010.3119607,55277115.1854997,13592212.0961406,140840444.889231,401336965.365855,439612924.741718,393189743.318639,9968887.64851026,70282459.5977414,15804414.1285732,31513473.5480521,56107529.6744025,9105271.75414281,1106559975.73435,384095376.87521,106139216.278412,6988752316.07512,251896317.370028,13474603.0050972,15727500.70544,32860054.1227262,21982799.7185364,6116796.26632765,13021745.5625686,32746550939.8521,76491465.0774118,64063723.5184269,15645916.8368567,53896919.5866324,21054491.2986941,988831.485621074,126904129.770278,81577156.3755063,99783410.4796415,19399.9658225088,34826595.3690042,776835308.853742,123271280.109223,155272550.413206,15325576.1587135,3310743429.21269,19399.9658225088,17783319.5010651,6031358.82801035,15659202.3232278,2281555.99897792,1543678.69637239,92746529.9264888,39561154.776398,102169749.893884,31222262592.0748,5423577.51153134,186490357.774927,19399.9658225088,4862844.74801104,1340959493.29097,2308599229.21655,273289525.101188,94099606.7555894,355764448.158343,5866581.04665519,205201007.059877,83957012.7378392,63666035.6350089,10328893.3612192,21557485.0631068,463869347.036138,5426236.33616771,6582659.43782711,1550344527.35113,1850920.05458068,15926847.6342442,29608702.9615619,844691686.380018,10226301.6839242,8787541804.67798,418416925.250557,11454479.4928954,19399.9658225088,23501345.6409959,38218755.3138672,10180121.0006341,29066842.4652971,3203823.63144791,1681741656.58361,2839824.05835626,3703347.82014271,9629043.89481281,6103625.49375752,9567569.6717073,4657044.50595548,903995374.343517,31046915.0643996,5939423.19687983,18212726.8896032,13288149.4383361,19399.9658225088,363160732.659351,3708817.8297792,8553783.87415288,29651889.9103393,130030619.613755,1409007.48610802,22167352.7025308,85583111.085531,690865.612379698,39696205.1578982,16627051.5327306,20331578.4182285,7595158.24969921,800387.760049067,711446.969424773,14172640.7449135,42969097.4469117,2082251.32041827,59333205.7529956,893755.14118948,2767774.2913322,511644.976965416,1585553439.01595,9492126.92413674,17118004.967873,7016468.9880748,10156905602.7233,642898009.76714,19399.9658225088,9175887.17146917
"MSJ01_MM_031_b",3718911176.19391,80093362.4052985,309795588.074015,46960420.1792361,123097433.936328,460281741.940316,2322229637.87374,644778662.32609,62836989.0945064,3765769496.70932,421887957.697913,4791786547.22592,58183137.3110596,37657353583.6247,819617302.40933,1145558653.80853,9405653.03344287,59348566.2399557,17658698.054785,196268630.174882,674504371.208411,452391247.255796,668637972.649701,21292670.3624094,74990301.9860966,15816357.9933991,48256594.8670687,47027612.8181315,7061100.49941808,1380013693.56992,496259368.174125,93907122.5493286,8331791716.06467,482758975.95802,16624715.0272856,11781668.9657826,34874508.8804023,55020867.8978612,7876094.80624119,15464289.1785535,44004618765.8633,76549271.9478082,51332932.4229764,15657740.9205752,59257292.4239416,37534603.6519933,3384534.61980031,190721776.003378,81638806.653758,166934261.562456,19414.6269524644,53813322.9141072,975280676.365089,96706473.5247064,68471442.166793,23213563.6485022,4998459537.71945,19414.6269524644,22504388.1942513,19484932.022162,32365090.1841715,3743949.69642175,2419595.01780873,58012902.5515691,39591052.3152224,173577272.535452,42338273442.7007,6126172.81155612,119181684.110456,19414.6269524644,1183665.35709873,2436217468.86794,3646770668.26348,59542908.7958183,98889826.0831874,827297394.741776,5308141.69329425,83321019.829484,230618675.601293,289429709.672835,10106304.3403522,60167898.9481946,690835959.666139,6267546.20482718,17021157.7206266,2614245802.37425,3306201.04900599,26692476.8740552,55311311.7785534,1313553274.20368,10303873.6800784,13793309883.6693,891267424.805096,12742898.8473335,19414.6269524644,40505649.6042512,71642044.6179103,7600501.01936737,37258101.7098675,3206244.85605445,2540568648.26972,3740965.53457888,4520544.86097688,18429133.821315,20150272.4070667,7134334.59383109,7681352.51383459,2719393913.22739,66688779.9934387,4710681.89733899,42927163.2393209,44447012.3050258,19414.6269524644,431673217.778655,7189926.62209977,14992495.3249355,42662021.6092763,251551315.387086,3233163.72262203,26623610.0368218,160932120.643863,1033313.89522002,56142374.7253952,17292950.4589554,101352670.276192,6884736.83199646,834558.452698963,1121573.96232471,27124758.3916591,47296855.9681186,4449580.78385854,129373002.732659,1506092.52658366,4546225.50816055,1071440.30408907,1574652243.51371,7766301.09334935,26435305.9125281,4793738.79134865,16586133376.1351,680454825.039832,19414.6269524644,13986924.8190242
"MSJ01_MM_040",2467962862.51787,80600112.0596635,204574944.460136,40180502.2453063,49790813.4761721,430899735.734945,352041694.831546,368556578.541598,47282714.731527,2649848944.76219,285577240.382527,4141305817.28841,41177503.6559375,34816260325.679,964660847.988618,1824727023.28086,15284610.0880063,58910418.0325399,14680846.7590336,177165711.652204,370172523.240925,315619835.024424,229472440.422759,12219781.6576618,83551733.7961386,53579394.0024781,35387132.2716497,56054981.5150345,19884.5054972679,1136645156.93286,336469552.484748,78035965.1808104,6853376141.02979,281257248.437959,12992853.0297927,26850049.0234046,22129642.2573692,24883163.1473956,19884.5054972679,15671415.885425,20189928033.676,78385072.2423833,38522146.6654753,10984066.6261646,53490173.378034,15737419.7120837,952276.198412063,115200256.933846,138603418.283132,70837822.8892672,19884.5054972679,29667263.0658227,841404395.704145,80565662.1438788,89455786.1196273,19884.5054972679,3656409087.51513,9133466.80454491,25914293.5644023,5901374.9331993,16158472.0610241,2568570.64496069,1835750.59934368,64253687.8025935,39305746.1102478,105652543.260124,43576625326.5023,5085135.85255997,292194137.246952,19884.5054972679,19884.5054972679,572862078.778339,2600442836.49881,197512049.44071,68639345.7006425,807725904.475758,4269831.57212698,168427490.306223,84964437.7985531,117296919.299459,6136682.36482673,7862804.17179316,477055131.83772,19884.5054972679,5317931.71659633,1471754889.05185,5232294.86855967,33484623.2749292,36375296.1041861,756112548.289688,7427927.05692445,8531076422.83158,274769611.063035,10097704.8915805,19884.5054972679,26067532.6127234,28955595.6635591,11742131.2554578,24536713.6765673,1825290.51100949,1983524422.50709,2626209.96229632,11016630.6027624,14556363.927742,7731343.37219492,7145247.83615246,18596332.5171143,1308296257.80171,28173788.100163,24271944.4904578,25739455.4057981,16833866.5054548,19884.5054972679,357104061.436972,7505553.06165236,69868777.0364654,33708956.0690214,229491884.109563,2976709.9324292,33698506.5542901,84149241.8225239,19884.5054972679,112820235.948443,18867132.2140529,60214201.363471,7204398.4281584,919588.074077007,1517816.23067552,21218834.6803408,36953677.7256492,3346422.88183239,71744505.1440401,461744.370140294,7292020.546458,1954929.82970724,1508473730.29528,8109912.36769106,26182883.0735823,7565120.75532941,7156347941.0915,731673372.64703,103662105.034511,12438985.069582
"MSJ01_MM_041",2143262355.8207,62536304.1284384,306942959.979749,36473760.291415,61333525.5420407,310925025.049099,1665267419.80529,365982840.151407,46219248.6930573,2033913373.13112,294278510.011642,4065972960.98295,34519234.1671095,33726956920.454,625428297.63408,1162745306.18253,15526530.5024939,47103987.8492375,9411756.60449649,147497121.940451,364095966.461794,295039736.256191,369763431.937223,7929544.02169433,49937755.9089792,15776491.921999,32350976.7689792,35716960.7412237,7371353.92071495,1141532200.86913,307845223.143645,79135996.2579234,7356815890.42016,219102003.222925,10818376.8868184,15664261.2917315,18044616.8534245,22191374.6818456,4417662.32860821,12927186.711587,33301741867.0643,54065627.4272471,44102152.998518,15618274.6529449,44455134.5796973,19305184.3350345,1717194.67042309,103549469.811041,81433031.1840552,98438013.9142475,19365.6912300549,28649922.3007497,797791846.329147,55986163.9755281,99284100.326327,15298499.9317879,3561447580.84922,19365.6912300549,17293991.7153042,6674019.32175069,14126472.1236718,2541980.19908436,1710709.181315,36573415.5490473,39491260.7121831,86856199.8500634,31082645249.6789,5499256.52513467,122099249.596164,19365.6912300549,4543069.39692557,1194788687.03246,2028308391.28581,166675679.460702,74792766.0260263,461366673.937258,2162733.94904938,168251511.810651,132579093.676729,91407549.7712252,10080830.7989344,31681545.8646604,480864466.767677,5416649.61623831,6458475.56372695,1618352899.48496,2376485.2414717,18675293.1914368,33434752.5245614,812632209.419053,6547013.43463411,7951508620.92266,461060817.844645,8033996.2007573,19365.6912300549,32891195.5236401,40746863.7618113,5334123.910891,34764461.6764537,1518532.10741284,1730560837.77135,2157681.30028302,8523231.1937082,14861731.0084621,11900817.1232953,5527785.34224558,9906738.3788313,1584320328.63117,48445501.8275769,7471767.64485649,30644810.5247499,14711235.8367819,19365.6912300549,328270090.429691,9387413.07177953,21339168.3914692,38237952.733548,316416942.541771,4665389.43948673,30002139.844259,103658282.32885,577737.340297465,121626702.912056,16929035.409966,69503096.2829994,7775611.210807,798973.687234109,1246381.32090635,21417665.3678835,27425858.7427435,3513569.08374054,61985116.2299984,1107785.02531749,6762886.181166,1862535.42244775,1570683238.84168,11074859.3325772,35365624.9166783,7594218.24754301,8493251882.86591,525227542.458053,19365.6912300549,10566637.8482502
"MSJ01_MM_047",2911963628.80828,50547965.0373698,144298145.768985,39281628.5816719,39815678.0419721,378679982.716604,1916792421.33371,229882475.954356,42051896.7044201,2498054363.9032,307702683.682393,3302288809.99215,25802463.3304669,30456372810.4557,1026219021.83076,1079756450.08445,18203263.1109687,45625234.3573035,13707122.606414,110963647.864852,417952344.510301,386078063.80432,460287617.041585,23077350.7374918,50019661.8883534,19360.6353137323,40878646.9709266,36293924.3765241,10088789.0102742,877758034.795297,299994499.690263,67601111.8091079,5834058448.97181,329949068.084666,20566090.40874,19360.6353137323,32941983.9056084,27887051.0178889,7660201.91900873,9008969.58971665,23955222866.5308,70597326.4958897,33537196.2156421,13342119.2453646,45000740.068759,17747637.0610974,1778317.67985145,100765713.725202,77527055.0183927,67822066.7224451,19360.6353137323,30696974.3577241,706788004.889009,142051471.420366,74289244.8525195,19360.6353137323,2414332390.26966,19360.6353137323,19622315.0034567,7973686.54777675,16486080.6913902,2549619.240523,1416127.81709048,60582604.4523265,28500778.892296,97564777.8786174,20939871859.6698,5471697.27946046,134093809.263476,19360.6353137323,19360.6353137323,847939405.160305,2234878664.93638,72787774.7539146,35215098.0829404,363395123.906552,4275824.69989832,49281278.4028056,110201245.388886,64379661.4011488,12133478.5347477,61595448.7064051,288366514.490954,3880504.52357034,5338284.21672677,2050038683.47203,2578879.43627412,49493338.1632253,24866240.5455553,580189828.2962,7902337.62680136,9086732478.91487,622937569.322641,12686808.9948285,494646.346219251,24783639.191154,54435841.181015,5482772.96532505,29275406.1161362,2656608.41053257,1354519513.43481,3668085.6768528,2999869.39670996,10594267.6465932,8153877.70838868,8416939.20008569,4970176.68397013,1157888584.11088,42045140.3834726,2964431.44340148,23016021.2637882,20467904.6093279,19360.6353137323,273959433.251135,8990077.63444527,12416764.6685366,22760656.3655843,184156302.650594,3165033.16186681,22557790.8297305,66944465.6022673,1218659.42475572,76754750.5477117,14640387.8350319,46939991.8095708,8517371.59776107,735654.455589941,1291071.55299429,21750086.0294002,44329314.4838664,3444209.81688683,13605224.5067446,858131.832878765,6923684.59515293,501233.994910785,1495783387.40796,3325344.25258616,25965306.3144298,4785943.63579269,6377757502.96362,466765439.583397,19360.6353137323,13066926.9222097
